aX,aY,aZ,gX,gY,gZ
0.059,-0.003,0.815,-45.349,-9.521,-15.869
0.050,-0.021,0.814,-47.668,-14.893,-17.334
0.047,-0.027,0.849,-47.607,-19.958,-17.273
0.046,-0.051,0.920,-39.673,-23.743,-16.785
0.042,-0.066,0.978,-30.029,-24.963,-16.418
0.039,-0.069,1.005,-25.085,-23.010,-15.625
0.027,-0.085,1.012,-18.738,-20.142,-13.855
0.013,-0.096,1.003,-10.254,-17.090,-10.864
0.014,-0.082,1.001,-4.700,-14.343,-7.141
0.024,-0.032,0.990,-5.859,-12.024,-3.784
0.028,0.005,0.971,-6.409,-11.047,-2.075
0.033,0.048,0.955,-5.737,-11.292,-1.160
0.047,0.080,0.950,-4.211,-12.024,-0.977
0.047,0.099,0.947,-2.380,-12.329,-1.282
